base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
btc,inr,4400000.0,4540086.0,4438228.0,SPOT,4429065.0,558.64688,4438228.0,4431076.0,2021-05-06 16:53:55,BTC/INR,2021-05-06,16:53:55
xrp,inr,120.0,136.0,129.7897,SPOT,121.8087,3953912.4,129.8,129.7897,2021-05-06 16:53:55,XRP/INR,2021-05-06,16:53:55
eth,inr,261132.3,280008.4,276388.7,SPOT,265200.0,1477.9062,276388.7,276365.2,2021-05-06 16:53:55,ETH/INR,2021-05-06,16:53:55
trx,inr,10.3924,12.2,12.1525,SPOT,10.54,62617304.0,12.075,12.07,2021-05-06 16:53:55,TRX/INR,2021-05-06,16:53:55
eos,inr,631.56,1050.0,931.0,SPOT,659.7,325858.88,935.0,931.0,2021-05-06 16:53:55,EOS/INR,2021-05-06,16:53:55
zil,inr,16.18,19.87,18.94,SPOT,16.35,6202879.0,18.95,18.94,2021-05-06 16:53:55,ZIL/INR,2021-05-06,16:53:55
bat,inr,100.0,112.0,107.5,SPOT,103.412,222994.05,107.5,107.006,2021-05-06 16:53:55,BAT/INR,2021-05-06,16:53:55
zrx,inr,141.42,160.0,158.81,SPOT,144.0,62666.5,159.79,157.01,2021-05-06 16:53:55,ZRX/INR,2021-05-06,16:53:55
omg,inr,751.02,869.618,854.99,SPOT,788.0,20251.65,854.98,850.0,2021-05-06 16:53:55,OMG/INR,2021-05-06,16:53:55
iost,inr,4.66,5.23,5.14,SPOT,4.73,6731446.0,5.15,5.14,2021-05-06 16:53:55,IOST/INR,2021-05-06,16:53:55
dent,inr,0.75,0.793,0.766,SPOT,0.784,128198984.0,0.769,0.766,2021-05-06 16:53:55,DENT/INR,2021-05-06,16:53:55
hot,inr,1.126,1.213,1.18,SPOT,1.169,60869728.0,1.189,1.18,2021-05-06 16:53:55,HOT/INR,2021-05-06,16:53:55
usdt,inr,77.2,78.64,77.82,SPOT,77.39,25514875.5,77.82,77.81,2021-05-06 16:53:55,USDT/INR,2021-05-06,16:53:55
wrx,inr,182.0,193.78,182.67,SPOT,191.0,3999184.4,183.4,182.67,2021-05-06 16:53:55,WRX/INR,2021-05-06,16:53:55
matic,inr,59.5,64.0,60.21,SPOT,60.5,2524477.0,60.21,60.205,2021-05-06 16:53:55,MATIC/INR,2021-05-06,16:53:55
bch,inr,97900.0,123988.0,119000.0,SPOT,98467.0,1518.2894,119000.0,118011.0,2021-05-06 16:53:55,BCH/INR,2021-05-06,16:53:55
bnb,inr,49500.0,51034.16,49574.0,SPOT,50424.79,2126.0091,49574.0,49573.0,2021-05-06 16:53:55,BNB/INR,2021-05-06,16:53:55
btt,inr,0.5398,0.65,0.6055,SPOT,0.545,1135494306.0,0.607,0.6055,2021-05-06 16:53:55,BTT/INR,2021-05-06,16:53:55
chz,inr,2.5,2.5,2.5,SPOT,2.5,0.0,0.0,0.0,2021-05-06 16:53:55,CHZ/INR,2021-05-06,16:53:55
