base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
btc,inr,4300000.0,4540086.0,4365157.0,SPOT,4469400.0,653.6073,4372565.0,4365157.0,2021-05-07 08:44:56,BTC/INR,2021-05-07,08:44:56
xrp,inr,120.0,133.03,122.85,SPOT,128.4799,2654114.9,122.85,122.8,2021-05-07 08:44:56,XRP/INR,2021-05-07,08:44:56
eth,inr,261132.3,280699.0,267494.3,SPOT,269890.0,1495.0701,267494.6,267494.3,2021-05-07 08:44:56,ETH/INR,2021-05-07,08:44:56
trx,inr,10.654,12.98,12.59,SPOT,11.0205,65312113.0,12.6,12.59,2021-05-07 08:44:56,TRX/INR,2021-05-07,08:44:56
eos,inr,690.05,1050.0,906.06,SPOT,708.0,553456.41,908.99,906.06,2021-05-07 08:44:56,EOS/INR,2021-05-07,08:44:56
zil,inr,16.7,20.2,17.93,SPOT,16.9,7989742.0,17.93,17.8,2021-05-07 08:44:56,ZIL/INR,2021-05-07,08:44:56
bat,inr,103.0,123.9,116.0,SPOT,106.789,247503.39,115.81,115.06,2021-05-07 08:44:56,BAT/INR,2021-05-07,08:44:56
zrx,inr,148.25,173.44,170.9,SPOT,151.65,99055.25,170.85,166.5,2021-05-07 08:44:56,ZRX/INR,2021-05-07,08:44:56
omg,inr,761.09,1670.0,1004.0,SPOT,774.077,225475.41,1004.899,1004.0,2021-05-07 08:44:56,OMG/INR,2021-05-07,08:44:56
iost,inr,4.8,5.73,5.21,SPOT,4.83,11134915.0,5.22,5.21,2021-05-07 08:44:56,IOST/INR,2021-05-07,08:44:56
dent,inr,0.737,0.793,0.757,SPOT,0.763,130923083.0,0.758,0.757,2021-05-07 08:44:56,DENT/INR,2021-05-07,08:44:56
hot,inr,1.14,1.213,1.189,SPOT,1.172,73719462.0,1.189,1.186,2021-05-07 08:44:56,HOT/INR,2021-05-07,08:44:56
usdt,inr,77.27,78.79,77.98,SPOT,78.18,31700089.64,78.0,77.98,2021-05-07 08:44:56,USDT/INR,2021-05-07,08:44:56
wrx,inr,173.01,188.2,178.14,SPOT,186.8,3886634.5,178.1,178.05,2021-05-07 08:44:56,WRX/INR,2021-05-07,08:44:56
matic,inr,57.3,61.914,58.815,SPOT,61.2,2116988.0,58.839,58.815,2021-05-07 08:44:56,MATIC/INR,2021-05-07,08:44:56
bch,inr,102502.0,123988.0,107101.0,SPOT,104390.0,1119.3348,108899.0,107101.0,2021-05-07 08:44:56,BCH/INR,2021-05-07,08:44:56
bnb,inr,48019.0,50703.96,48641.3,SPOT,50320.0,2174.6151,48641.3,48600.0,2021-05-07 08:44:56,BNB/INR,2021-05-07,08:44:56
btt,inr,0.54501,0.7,0.669,SPOT,0.55195,1865202834.0,0.6675,0.66703,2021-05-07 08:44:56,BTT/INR,2021-05-07,08:44:56
chz,inr,2.5,2.5,2.5,SPOT,2.5,0.0,0.0,0.0,2021-05-07 08:44:56,CHZ/INR,2021-05-07,08:44:56
one,inr,0.56,0.56,0.56,SPOT,0.56,0.0,0.0,0.0,2021-05-07 08:44:56,ONE/INR,2021-05-07,08:44:56
yfi,inr,3950000.0,4499900.0,4069997.0,SPOT,4221502.0,1.286351,4069997.0,4000000.0,2021-05-07 08:44:56,YFI/INR,2021-05-07,08:44:56
uni,inr,3020.0,3298.0,3117.6,SPOT,3269.98,8128.11,3113.79,3102.0,2021-05-07 08:44:56,UNI/INR,2021-05-07,08:44:56
link,inr,3610.01,3900.0,3638.37,SPOT,3708.0,7858.15,3682.9,3638.37,2021-05-07 08:44:56,LINK/INR,2021-05-07,08:44:56
sxp,inr,363.05,405.0,377.99,SPOT,403.0,110362.33,377.99,376.0,2021-05-07 08:44:56,SXP/INR,2021-05-07,08:44:56
ada,inr,116.0,132.4898,127.21,SPOT,116.7,3707287.8,127.2424,127.21,2021-05-07 08:44:56,ADA/INR,2021-05-07,08:44:56
nano,inr,380.0,380.0,380.0,SPOT,380.0,0.0,44900.0,0.02,2021-05-07 08:44:56,NANO/INR,2021-05-07,08:44:56
atom,inr,1900.0,2125.0,1965.5,SPOT,1972.8,6932.22,1980.0,1965.5,2021-05-07 08:44:56,ATOM/INR,2021-05-07,08:44:56
xlm,inr,47.0,54.8,50.0728,SPOT,48.0,1291756.9,50.0728,49.9999,2021-05-07 08:44:56,XLM/INR,2021-05-07,08:44:56
fet,inr,7.0,7.0,7.0,SPOT,7.0,0.0,0.0,0.0,2021-05-07 08:44:56,FET/INR,2021-05-07,08:44:56
xem,inr,28.3,33.85,29.2,SPOT,29.705,2210588.0,29.2,29.051,2021-05-07 08:44:56,XEM/INR,2021-05-07,08:44:56
zec,inr,21700.0,25399.99,24500.0,SPOT,22445.0,312.808,24520.31,24021.0,2021-05-07 08:44:56,ZEC/INR,2021-05-07,08:44:56
busd,inr,77.17,78.2,77.44,SPOT,77.25,71043.62,77.99,77.44,2021-05-07 08:44:56,BUSD/INR,2021-05-07,08:44:56
yfii,inr,199905.47,216500.0,201978.16,SPOT,213990.0,36.608856,204183.0,202108.0,2021-05-07 08:44:56,YFII/INR,2021-05-07,08:44:56
doge,inr,40.0,50.0,48.4221,SPOT,47.7,86586618.0,48.45,48.4221,2021-05-07 08:44:56,DOGE/INR,2021-05-07,08:44:56
dot,inr,3014.3,3400.0,3130.0,SPOT,3060.8,15688.17,3159.99,3130.24,2021-05-07 08:44:56,DOT/INR,2021-05-07,08:44:56
vet,inr,16.0,18.99403,18.09895,SPOT,16.20014,14887829.0,18.09998,18.09895,2021-05-07 08:44:56,VET/INR,2021-05-07,08:44:56
crv,inr,240.05,263.0,252.0,SPOT,255.9,27089.835,251.9,247.6,2021-05-07 08:44:56,CRV/INR,2021-05-07,08:44:56
