base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
xrp,btc,0.00002725,0.00003077,0.00002934,SPOT,2.696e-05,67437.2,0.00002969,0.00002934,2021-05-06 18:07:54,XRP/BTC,2021-05-06,18:07:54
trx,btc,0.00000237,0.00000279,0.00000269,SPOT,2.38e-06,726964.0,0.00000272,0.00000269,2021-05-06 18:07:54,TRX/BTC,2021-05-06,18:07:54
eth,btc,0.059212,0.063031,0.062555,SPOT,0.059212,27.61,0.062564,0.062181,2021-05-06 18:07:54,ETH/BTC,2021-05-06,18:07:54
zil,btc,0.00000371,0.00000445,0.00000443,SPOT,3.72e-06,216734.0,0.00000442,0.00000432,2021-05-06 18:07:54,ZIL/BTC,2021-05-06,18:07:54
bat,btc,0.00002287,0.00002495,0.00002454,SPOT,2.287e-05,5155.86,0.00002494,0.00002455,2021-05-06 18:07:54,BAT/BTC,2021-05-06,18:07:54
ltc,btc,0.0058,0.006335,0.006032,SPOT,0.006136,42.067,0.006122,0.006033,2021-05-06 18:07:54,LTC/BTC,2021-05-06,18:07:54
qkc,btc,0.00000053,0.00000059,0.00000058,SPOT,5.4e-07,190540.0,0.00000058,0.00000055,2021-05-06 18:07:54,QKC/BTC,2021-05-06,18:07:54
dash,btc,0.006751,0.007748,0.007614,SPOT,0.007057,17.895,0.007536,0.007416,2021-05-06 18:07:54,DASH/BTC,2021-05-06,18:07:54
fun,btc,0.0000007,0.00000084,0.00000073,SPOT,7.4e-07,113716.0,0.00000075,0.00000073,2021-05-06 18:07:54,FUN/BTC,2021-05-06,18:07:54
iost,btc,0.00000104,0.00000117,0.00000114,SPOT,1.08e-06,111957.0,0.00000116,0.00000114,2021-05-06 18:07:54,IOST/BTC,2021-05-06,18:07:54
nuls,btc,0.0000194,0.00002057,0.00002057,SPOT,1.941e-05,3386.0,0.0000209,0.00002056,2021-05-06 18:07:54,NULS/BTC,2021-05-06,18:07:54
omg,btc,0.000173,0.000192,0.00019,SPOT,0.000175,191.37,0.000195,0.000189,2021-05-06 18:07:54,OMG/BTC,2021-05-06,18:07:54
req,btc,0.00000242,0.00000291,0.00000291,SPOT,2.72e-06,5072.0,0.00000267,0.00000258,2021-05-06 18:07:54,REQ/BTC,2021-05-06,18:07:54
snt,btc,0.00000306,0.00000401,0.00000386,SPOT,3.15e-06,21351.0,0.00000385,0.00000376,2021-05-06 18:07:54,SNT/BTC,2021-05-06,18:07:54
theta,btc,0.00018978,0.0002,0.00019277,SPOT,0.00019024,175.7,0.0001935,0.00019203,2021-05-06 18:07:54,THETA/BTC,2021-05-06,18:07:54
zrx,btc,0.00003262,0.00003602,0.00003602,SPOT,3.242e-05,1433.33,0.00003602,0.00003556,2021-05-06 18:07:54,ZRX/BTC,2021-05-06,18:07:54
eos,btc,0.0001429,0.0002344,0.0001975,SPOT,0.000144,8071.31,0.0002003,0.0001975,2021-05-06 18:07:54,EOS/BTC,2021-05-06,18:07:54
icx,btc,0.000041,0.000044,0.0000417,SPOT,4.1e-05,2041.09,0.0000445,0.0000436,2021-05-06 18:07:54,ICX/BTC,2021-05-06,18:07:54
poly,btc,0.0000065,0.00000692,0.00000675,SPOT,6.5e-06,22825.0,0.00000676,0.0000066,2021-05-06 18:07:54,POLY/BTC,2021-05-06,18:07:54
pax,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 18:07:54,PAX/BTC,2021-05-06,18:07:54
usdc,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 18:07:54,USDC/BTC,2021-05-06,18:07:54
xlm,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 18:07:54,XLM/BTC,2021-05-06,18:07:54
fet,btc,0.00001003,0.00001067,0.00001038,SPOT,1.04e-05,2681.0,0.00001015,0.00001005,2021-05-06 18:07:54,FET/BTC,2021-05-06,18:07:54
celr,btc,0.00000102,0.0000011,0.00000107,SPOT,1.12e-06,782487.0,0.00000106,0.00000103,2021-05-06 18:07:54,CELR/BTC,2021-05-06,18:07:54
matic,btc,0.00001335,0.00001458,0.00001352,SPOT,1.368e-05,144074.6,0.00001364,0.00001347,2021-05-06 18:07:54,MATIC/BTC,2021-05-06,18:07:54
ada,btc,0.00002411,0.000029,0.00002832,SPOT,2.488e-05,156144.0,0.00002832,0.0000276,2021-05-06 18:07:54,ADA/BTC,2021-05-06,18:07:54
rvn,btc,0.000003,0.00000322,0.00000316,SPOT,3.06e-06,5935.0,0.00000318,0.00000314,2021-05-06 18:07:54,RVN/BTC,2021-05-06,18:07:54
xmr,btc,0.0065,0.007616,0.007616,SPOT,0.007122,14.658,0.007635,0.007533,2021-05-06 18:07:54,XMR/BTC,2021-05-06,18:07:54
atom,btc,0.0004074,0.0004695,0.0004545,SPOT,0.0004068,678.33,0.000456,0.0004507,2021-05-06 18:07:54,ATOM/BTC,2021-05-06,18:07:54
bnb,btc,0.011,0.01147,0.011181,SPOT,0.011254,217.066,0.011217,0.01118,2021-05-06 18:07:54,BNB/BTC,2021-05-06,18:07:54
wrx,btc,0.00004066,0.0000432,0.00004066,SPOT,4.258e-05,256985.3,0.00004066,0.0000406,2021-05-06 18:07:54,WRX/BTC,2021-05-06,18:07:54
ftt,btc,0.0009957,0.0010349,0.0010349,SPOT,0.0009957,37.934,0.0010307,0.0010238,2021-05-06 18:07:54,FTT/BTC,2021-05-06,18:07:54
stmx,btc,0.00000087,0.00000095,0.00000092,SPOT,9.1e-07,89827.0,0.00000093,0.00000086,2021-05-06 18:07:54,STMX/BTC,2021-05-06,18:07:54
glm,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 18:07:54,GLM/BTC,2021-05-06,18:07:54
