base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
xrp,btc,0.00002732,0.00003077,0.00002824,SPOT,2.732e-05,70099.8,0.00002863,0.00002829,2021-05-06 20:31:58,XRP/BTC,2021-05-06,20:31:58
trx,btc,0.00000237,0.00000279,0.00000259,SPOT,2.39e-06,733519.0,0.00000263,0.00000258,2021-05-06 20:31:58,TRX/BTC,2021-05-06,20:31:58
eth,btc,0.059672,0.063031,0.061923,SPOT,0.060699,29.6004,0.061861,0.061516,2021-05-06 20:31:58,ETH/BTC,2021-05-06,20:31:58
zil,btc,0.00000372,0.00000445,0.00000419,SPOT,3.73e-06,227309.0,0.00000422,0.00000419,2021-05-06 20:31:58,ZIL/BTC,2021-05-06,20:31:58
bat,btc,0.00002343,0.00002495,0.0000242,SPOT,2.365e-05,3158.75,0.00002443,0.0000242,2021-05-06 20:31:58,BAT/BTC,2021-05-06,20:31:58
ltc,btc,0.0058,0.006335,0.005915,SPOT,0.0063,46.224,0.005917,0.005881,2021-05-06 20:31:58,LTC/BTC,2021-05-06,20:31:58
qkc,btc,0.00000053,0.00000059,0.00000058,SPOT,5.4e-07,184478.0,0.00000058,0.00000057,2021-05-06 20:31:58,QKC/BTC,2021-05-06,20:31:58
dash,btc,0.006751,0.007748,0.007397,SPOT,0.007057,19.637,0.007503,0.007347,2021-05-06 20:31:58,DASH/BTC,2021-05-06,20:31:58
fun,btc,0.0000007,0.00000084,0.00000079,SPOT,7.4e-07,127084.0,0.00000079,0.00000075,2021-05-06 20:31:58,FUN/BTC,2021-05-06,20:31:58
iost,btc,0.00000108,0.00000117,0.0000011,SPOT,1.04e-06,113860.0,0.00000113,0.0000011,2021-05-06 20:31:58,IOST/BTC,2021-05-06,20:31:58
nuls,btc,0.00001953,0.00002067,0.00002049,SPOT,1.953e-05,3276.0,0.00002036,0.00002004,2021-05-06 20:31:58,NULS/BTC,2021-05-06,20:31:58
omg,btc,0.000173,0.00019,0.000189,SPOT,0.000175,643.36,0.00019,0.000184,2021-05-06 20:31:58,OMG/BTC,2021-05-06,20:31:58
req,btc,0.00000242,0.00000291,0.00000291,SPOT,2.72e-06,5072.0,0.00000261,0.00000257,2021-05-06 20:31:58,REQ/BTC,2021-05-06,20:31:58
snt,btc,0.00000316,0.00000401,0.00000368,SPOT,3.16e-06,26492.0,0.00000375,0.00000368,2021-05-06 20:31:58,SNT/BTC,2021-05-06,20:31:58
theta,btc,0.00018978,0.0002,0.00019222,SPOT,0.00019006,184.6,0.00019399,0.00019192,2021-05-06 20:31:58,THETA/BTC,2021-05-06,20:31:58
zrx,btc,0.00003277,0.00003603,0.00003547,SPOT,3.277e-05,1846.16,0.00003544,0.00003456,2021-05-06 20:31:58,ZRX/BTC,2021-05-06,20:31:58
eos,btc,0.000144,0.0002344,0.000207,SPOT,0.0001438,11727.99,0.0002236,0.000204,2021-05-06 20:31:58,EOS/BTC,2021-05-06,20:31:58
icx,btc,0.0000413,0.000044,0.0000429,SPOT,4.1e-05,1274.79,0.0000431,0.0000423,2021-05-06 20:31:58,ICX/BTC,2021-05-06,20:31:58
poly,btc,0.00000655,0.00000692,0.0000067,SPOT,6.59e-06,22840.0,0.00000672,0.00000655,2021-05-06 20:31:58,POLY/BTC,2021-05-06,20:31:58
pax,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 20:31:58,PAX/BTC,2021-05-06,20:31:58
usdc,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 20:31:58,USDC/BTC,2021-05-06,20:31:58
xlm,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 20:31:58,XLM/BTC,2021-05-06,20:31:58
fet,btc,0.00001003,0.00001062,0.00001013,SPOT,1.05e-05,4367.0,0.00001013,0.00000998,2021-05-06 20:31:58,FET/BTC,2021-05-06,20:31:58
celr,btc,0.00000102,0.00000108,0.00000106,SPOT,1.1e-06,782642.0,0.00000104,0.00000103,2021-05-06 20:31:58,CELR/BTC,2021-05-06,20:31:58
matic,btc,0.000013,0.00001458,0.00001345,SPOT,1.379e-05,146637.4,0.00001362,0.00001348,2021-05-06 20:31:58,MATIC/BTC,2021-05-06,20:31:58
ada,btc,0.00002411,0.000029,0.00002813,SPOT,2.604e-05,175385.3,0.00002848,0.00002822,2021-05-06 20:31:58,ADA/BTC,2021-05-06,20:31:58
rvn,btc,0.000003,0.00000322,0.00000316,SPOT,3e-06,5739.0,0.00000316,0.00000313,2021-05-06 20:31:58,RVN/BTC,2021-05-06,20:31:58
xmr,btc,0.0065,0.007616,0.007528,SPOT,0.007177,14.937,0.007529,0.007456,2021-05-06 20:31:58,XMR/BTC,2021-05-06,20:31:58
atom,btc,0.0004092,0.0004695,0.0004488,SPOT,0.0004092,702.24,0.0004503,0.0004463,2021-05-06 20:31:58,ATOM/BTC,2021-05-06,20:31:58
bnb,btc,0.011,0.01147,0.011219,SPOT,0.011375,170.255,0.011218,0.011168,2021-05-06 20:31:58,BNB/BTC,2021-05-06,20:31:58
wrx,btc,0.00003936,0.0000432,0.00003999,SPOT,4.2e-05,251375.8,0.00003988,0.00003961,2021-05-06 20:31:58,WRX/BTC,2021-05-06,20:31:58
ftt,btc,0.0010049,0.0010349,0.001026,SPOT,0.0010082,26.843,0.0010316,0.0010255,2021-05-06 20:31:58,FTT/BTC,2021-05-06,20:31:58
stmx,btc,0.00000086,0.00000095,0.0000009,SPOT,9.1e-07,102206.0,0.00000091,0.00000086,2021-05-06 20:31:58,STMX/BTC,2021-05-06,20:31:58
glm,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 20:31:58,GLM/BTC,2021-05-06,20:31:58
