base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
xrp,btc,0.00002732,0.00003077,0.00002824,SPOT,2.732e-05,70099.8,0.00002855,0.0000282,2021-05-06 20:35:57,XRP/BTC,2021-05-06,20:35:57
trx,btc,0.00000237,0.00000279,0.00000259,SPOT,2.39e-06,733519.0,0.00000262,0.00000258,2021-05-06 20:35:57,TRX/BTC,2021-05-06,20:35:57
eth,btc,0.059672,0.063031,0.061923,SPOT,0.060874,29.6004,0.061746,0.061385,2021-05-06 20:35:57,ETH/BTC,2021-05-06,20:35:57
zil,btc,0.00000372,0.00000445,0.00000419,SPOT,3.73e-06,227309.0,0.00000422,0.00000419,2021-05-06 20:35:57,ZIL/BTC,2021-05-06,20:35:57
bat,btc,0.00002343,0.00002495,0.0000242,SPOT,2.365e-05,3158.75,0.00002436,0.00002396,2021-05-06 20:35:57,BAT/BTC,2021-05-06,20:35:57
ltc,btc,0.0058,0.006335,0.005881,SPOT,0.0063,46.224,0.005889,0.005803,2021-05-06 20:35:57,LTC/BTC,2021-05-06,20:35:57
qkc,btc,0.00000053,0.00000059,0.00000058,SPOT,5.4e-07,184478.0,0.00000058,0.00000057,2021-05-06 20:35:57,QKC/BTC,2021-05-06,20:35:57
dash,btc,0.006751,0.007748,0.007397,SPOT,0.007057,19.637,0.007498,0.007362,2021-05-06 20:35:57,DASH/BTC,2021-05-06,20:35:57
fun,btc,0.0000007,0.00000084,0.0000008,SPOT,7.4e-07,127084.0,0.0000008,0.00000078,2021-05-06 20:35:57,FUN/BTC,2021-05-06,20:35:57
iost,btc,0.00000108,0.00000117,0.0000011,SPOT,1.04e-06,113860.0,0.00000113,0.0000011,2021-05-06 20:35:57,IOST/BTC,2021-05-06,20:35:57
nuls,btc,0.00001953,0.00002067,0.00002049,SPOT,1.953e-05,3276.0,0.00002036,0.00002005,2021-05-06 20:35:57,NULS/BTC,2021-05-06,20:35:57
omg,btc,0.000173,0.00019,0.000189,SPOT,0.000175,643.36,0.000189,0.000184,2021-05-06 20:35:57,OMG/BTC,2021-05-06,20:35:57
req,btc,0.00000242,0.00000291,0.00000257,SPOT,2.67e-06,5072.0,0.00000261,0.00000257,2021-05-06 20:35:57,REQ/BTC,2021-05-06,20:35:57
snt,btc,0.00000316,0.00000401,0.00000368,SPOT,3.16e-06,26492.0,0.00000375,0.00000368,2021-05-06 20:35:57,SNT/BTC,2021-05-06,20:35:57
theta,btc,0.00018978,0.0002,0.00019222,SPOT,0.00019006,184.6,0.00019301,0.00019138,2021-05-06 20:35:57,THETA/BTC,2021-05-06,20:35:57
zrx,btc,0.00003277,0.00003603,0.00003547,SPOT,3.277e-05,1846.16,0.00003542,0.00003456,2021-05-06 20:35:57,ZRX/BTC,2021-05-06,20:35:57
eos,btc,0.000144,0.0002344,0.0002051,SPOT,0.000144,11727.99,0.0002073,0.0002026,2021-05-06 20:35:57,EOS/BTC,2021-05-06,20:35:57
icx,btc,0.0000413,0.000044,0.0000429,SPOT,4.1e-05,1274.79,0.000043,0.000042,2021-05-06 20:35:57,ICX/BTC,2021-05-06,20:35:57
poly,btc,0.00000655,0.00000692,0.0000067,SPOT,6.59e-06,22840.0,0.00000671,0.00000655,2021-05-06 20:35:57,POLY/BTC,2021-05-06,20:35:57
pax,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 20:35:57,PAX/BTC,2021-05-06,20:35:57
usdc,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 20:35:57,USDC/BTC,2021-05-06,20:35:57
xlm,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 20:35:57,XLM/BTC,2021-05-06,20:35:57
fet,btc,0.00001003,0.00001062,0.00001013,SPOT,1.05e-05,4367.0,0.00001008,0.00000993,2021-05-06 20:35:57,FET/BTC,2021-05-06,20:35:57
celr,btc,0.00000102,0.00000108,0.00000106,SPOT,1.1e-06,782642.0,0.00000104,0.00000103,2021-05-06 20:35:57,CELR/BTC,2021-05-06,20:35:57
matic,btc,0.000013,0.00001458,0.00001345,SPOT,1.379e-05,146637.4,0.00001353,0.00001339,2021-05-06 20:35:57,MATIC/BTC,2021-05-06,20:35:57
ada,btc,0.00002411,0.000029,0.00002813,SPOT,2.604e-05,175385.3,0.00002841,0.00002815,2021-05-06 20:35:57,ADA/BTC,2021-05-06,20:35:57
rvn,btc,0.000003,0.00000322,0.00000316,SPOT,3e-06,5739.0,0.00000316,0.00000313,2021-05-06 20:35:57,RVN/BTC,2021-05-06,20:35:57
xmr,btc,0.0065,0.007616,0.007528,SPOT,0.007177,14.937,0.007528,0.007456,2021-05-06 20:35:57,XMR/BTC,2021-05-06,20:35:57
atom,btc,0.0004092,0.0004695,0.0004488,SPOT,0.0004092,702.24,0.0004495,0.0004445,2021-05-06 20:35:57,ATOM/BTC,2021-05-06,20:35:57
bnb,btc,0.011,0.01147,0.011214,SPOT,0.01129,170.255,0.011219,0.011173,2021-05-06 20:35:57,BNB/BTC,2021-05-06,20:35:57
wrx,btc,0.00003936,0.0000432,0.00003999,SPOT,4.2e-05,251375.8,0.00003983,0.00003957,2021-05-06 20:35:57,WRX/BTC,2021-05-06,20:35:57
ftt,btc,0.0010049,0.0010349,0.001026,SPOT,0.0010082,26.843,0.0010314,0.0010243,2021-05-06 20:35:57,FTT/BTC,2021-05-06,20:35:57
stmx,btc,0.00000086,0.00000095,0.0000009,SPOT,9.1e-07,102206.0,0.00000091,0.00000086,2021-05-06 20:35:57,STMX/BTC,2021-05-06,20:35:57
glm,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 20:35:57,GLM/BTC,2021-05-06,20:35:57
