base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
xrp,btc,0.00002788,0.00003077,0.00002916,SPOT,2.81e-05,73331.1,0.00002896,0.00002864,2021-05-06 23:09:57,XRP/BTC,2021-05-06,23:09:57
trx,btc,0.00000241,0.00000279,0.00000271,SPOT,2.56e-06,591209.0,0.00000275,0.00000271,2021-05-06 23:09:57,TRX/BTC,2021-05-06,23:09:57
eth,btc,0.059672,0.063031,0.062355,SPOT,0.061698,33.7483,0.062443,0.062355,2021-05-06 23:09:57,ETH/BTC,2021-05-06,23:09:57
zil,btc,0.00000372,0.00000445,0.00000432,SPOT,3.73e-06,227397.0,0.00000429,0.00000419,2021-05-06 23:09:57,ZIL/BTC,2021-05-06,23:09:57
bat,btc,0.00002343,0.00002516,0.00002516,SPOT,2.345e-05,3033.44,0.00002516,0.00002491,2021-05-06 23:09:57,BAT/BTC,2021-05-06,23:09:57
ltc,btc,0.0058,0.006335,0.006155,SPOT,0.006205,46.743,0.0062,0.006163,2021-05-06 23:09:57,LTC/BTC,2021-05-06,23:09:57
qkc,btc,0.00000053,0.00000059,0.00000057,SPOT,5.3e-07,182381.0,0.00000058,0.00000057,2021-05-06 23:09:57,QKC/BTC,2021-05-06,23:09:57
dash,btc,0.006751,0.007748,0.007748,SPOT,0.007057,19.989,0.007837,0.007705,2021-05-06 23:09:57,DASH/BTC,2021-05-06,23:09:57
fun,btc,0.0000007,0.00000084,0.00000084,SPOT,7.4e-07,138222.0,0.00000083,0.00000077,2021-05-06 23:09:57,FUN/BTC,2021-05-06,23:09:57
iost,btc,0.00000108,0.00000117,0.00000114,SPOT,1.04e-06,119534.0,0.00000117,0.00000114,2021-05-06 23:09:58,IOST/BTC,2021-05-06,23:09:58
nuls,btc,0.00001953,0.00002067,0.00002052,SPOT,1.953e-05,3276.0,0.0000209,0.00002049,2021-05-06 23:09:58,NULS/BTC,2021-05-06,23:09:58
