base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
xrp,btc,0.0000276,0.00003077,0.00002841,SPOT,2.76e-05,72371.3,0.00002869,0.00002832,2021-05-06 21:03:59,XRP/BTC,2021-05-06,21:03:59
trx,btc,0.00000237,0.00000279,0.00000262,SPOT,2.39e-06,733519.0,0.00000263,0.00000259,2021-05-06 21:03:59,TRX/BTC,2021-05-06,21:03:59
eth,btc,0.059672,0.063031,0.061819,SPOT,0.060888,29.5589,0.062225,0.061837,2021-05-06 21:03:59,ETH/BTC,2021-05-06,21:03:59
zil,btc,0.00000372,0.00000445,0.00000419,SPOT,3.73e-06,227309.0,0.00000422,0.00000414,2021-05-06 21:03:59,ZIL/BTC,2021-05-06,21:03:59
bat,btc,0.00002343,0.00002495,0.00002394,SPOT,2.365e-05,3181.92,0.00002458,0.00002421,2021-05-06 21:03:59,BAT/BTC,2021-05-06,21:03:59
ltc,btc,0.0058,0.006335,0.005925,SPOT,0.00615,45.887,0.005936,0.00588,2021-05-06 21:03:59,LTC/BTC,2021-05-06,21:03:59
qkc,btc,0.00000053,0.00000059,0.00000057,SPOT,5.4e-07,184158.0,0.00000058,0.00000056,2021-05-06 21:03:59,QKC/BTC,2021-05-06,21:03:59
dash,btc,0.006751,0.007748,0.007397,SPOT,0.007057,19.637,0.007529,0.007417,2021-05-06 21:03:59,DASH/BTC,2021-05-06,21:03:59
fun,btc,0.0000007,0.00000084,0.00000084,SPOT,7.4e-07,134121.0,0.00000084,0.00000081,2021-05-06 21:03:59,FUN/BTC,2021-05-06,21:03:59
iost,btc,0.00000108,0.00000117,0.0000011,SPOT,1.04e-06,113860.0,0.00000113,0.0000011,2021-05-06 21:03:59,IOST/BTC,2021-05-06,21:03:59
nuls,btc,0.00001953,0.00002067,0.00002049,SPOT,1.953e-05,3276.0,0.00002062,0.00002024,2021-05-06 21:03:59,NULS/BTC,2021-05-06,21:03:59
omg,btc,0.000173,0.00019,0.000189,SPOT,0.000175,643.36,0.000194,0.000188,2021-05-06 21:03:59,OMG/BTC,2021-05-06,21:03:59
req,btc,0.00000242,0.00000291,0.00000257,SPOT,2.67e-06,5639.84,0.00000261,0.00000257,2021-05-06 21:03:59,REQ/BTC,2021-05-06,21:03:59
