base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
eth,wrx,1411.0,1562.0,1527.0,SPOT,1466.0,79.6989,1541.0,1526.0,2021-05-07 03:45:58,ETH/WRX,2021-05-07,03:45:58
xrp,wrx,0.67,0.728,0.699,SPOT,0.708,151282.6,0.699,0.695,2021-05-07 03:45:58,XRP/WRX,2021-05-07,03:45:58
yfi,wrx,21796.0,24458.0,22442.0,SPOT,22899.0,0.406175,23192.0,22786.0,2021-05-07 03:45:58,YFI/WRX,2021-05-07,03:45:58
bnb,wrx,262.85,284.25,276.0,SPOT,271.48,126.757,278.6,276.0,2021-05-07 03:45:58,BNB/WRX,2021-05-07,03:45:58
trx,wrx,0.0576,0.074,0.0695,SPOT,0.0607,2969676.0,0.0695,0.0691,2021-05-07 03:45:58,TRX/WRX,2021-05-07,03:45:58
eos,wrx,3.63,6.48,5.15,SPOT,3.88,24177.12,5.2,5.12,2021-05-07 03:45:58,EOS/WRX,2021-05-07,03:45:58
ltc,wrx,138.1,163.5,157.0,SPOT,143.0,183.951,158.6,156.6,2021-05-07 03:45:58,LTC/WRX,2021-05-07,03:45:58
link,wrx,19.24,21.34,21.19,SPOT,20.09,1403.52,21.12,20.86,2021-05-07 03:45:58,LINK/WRX,2021-05-07,03:45:58
enj,wrx,1.032,1.1,1.1,SPOT,1.068,24245.9,1.097,1.08,2021-05-07 03:45:58,ENJ/WRX,2021-05-07,03:45:58
doge,wrx,0.225,0.27249,0.26124,SPOT,0.26486,2803898.0,0.26124,0.26001,2021-05-07 03:45:58,DOGE/WRX,2021-05-07,03:45:58
matic,wrx,0.3225,0.3529,0.3393,SPOT,0.334,249615.2,0.34,0.3372,2021-05-07 03:45:58,MATIC/WRX,2021-05-07,03:45:58
ada,wrx,0.605,0.74,0.7032,SPOT,0.619,166208.0,0.71,0.7005,2021-05-07 03:45:58,ADA/WRX,2021-05-07,03:45:58
bat,wrx,0.562,0.7,0.697,SPOT,0.587,14042.27,0.696,0.692,2021-05-07 03:45:58,BAT/WRX,2021-05-07,03:45:58
