base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
eth,wrx,1411.0,1562.0,1518.0,SPOT,1460.0,82.603,1518.0,1513.0,2021-05-07 01:35:58,ETH/WRX,2021-05-07,01:35:58
xrp,wrx,0.677,0.73,0.697,SPOT,0.729,154005.4,0.694,0.691,2021-05-07 01:35:58,XRP/WRX,2021-05-07,01:35:58
yfi,wrx,22000.0,24458.0,22600.0,SPOT,22900.0,0.401624,22544.0,22218.0,2021-05-07 01:35:58,YFI/WRX,2021-05-07,01:35:58
bnb,wrx,262.85,284.25,276.0,SPOT,271.5,117.0,276.0,275.0,2021-05-07 01:35:58,BNB/WRX,2021-05-07,01:35:58
trx,wrx,0.0576,0.074,0.0721,SPOT,0.0602,2729508.0,0.0717,0.0704,2021-05-07 01:35:58,TRX/WRX,2021-05-07,01:35:58
eos,wrx,3.63,6.48,5.43,SPOT,3.79,22582.73,5.43,5.39,2021-05-07 01:35:58,EOS/WRX,2021-05-07,01:35:58
ltc,wrx,138.1,155.0,152.1,SPOT,144.8,163.364,153.0,152.1,2021-05-07 01:35:58,LTC/WRX,2021-05-07,01:35:58
link,wrx,19.24,21.34,20.92,SPOT,20.4,1468.37,20.82,20.56,2021-05-07 01:35:58,LINK/WRX,2021-05-07,01:35:58
enj,wrx,1.032,1.1,1.083,SPOT,1.073,20914.0,1.088,1.083,2021-05-07 01:35:58,ENJ/WRX,2021-05-07,01:35:58
doge,wrx,0.23488,0.2755,0.24139,SPOT,0.26797,2605300.0,0.24479,0.24036,2021-05-07 01:35:58,DOGE/WRX,2021-05-07,01:35:58
matic,wrx,0.3225,0.3529,0.3405,SPOT,0.3314,258195.3,0.3405,0.34,2021-05-07 01:35:58,MATIC/WRX,2021-05-07,01:35:58
ada,wrx,0.605,0.74,0.7065,SPOT,0.6089,161422.0,0.7059,0.6954,2021-05-07 01:35:58,ADA/WRX,2021-05-07,01:35:58
bat,wrx,0.562,0.645,0.645,SPOT,0.585,10883.18,0.645,0.632,2021-05-07 01:35:58,BAT/WRX,2021-05-07,01:35:58
