base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
eth,wrx,1411.0,1562.0,1533.0,SPOT,1472.0,84.9656,1533.0,1520.0,2021-05-07 01:28:00,ETH/WRX,2021-05-07,01:28:00
xrp,wrx,0.677,0.735,0.695,SPOT,0.732,158429.9,0.701,0.691,2021-05-07 01:28:00,XRP/WRX,2021-05-07,01:28:00
yfi,wrx,22000.0,24458.0,22965.0,SPOT,22912.0,0.402155,22852.0,22793.0,2021-05-07 01:28:00,YFI/WRX,2021-05-07,01:28:00
bnb,wrx,262.85,284.25,277.69,SPOT,272.12,120.048,278.0,277.69,2021-05-07 01:28:00,BNB/WRX,2021-05-07,01:28:00
trx,wrx,0.0576,0.074,0.0721,SPOT,0.0607,2746250.0,0.0733,0.0701,2021-05-07 01:28:00,TRX/WRX,2021-05-07,01:28:00
eos,wrx,3.63,6.48,5.33,SPOT,3.74,22873.54,5.41,5.33,2021-05-07 01:28:00,EOS/WRX,2021-05-07,01:28:00
ltc,wrx,138.1,155.0,153.0,SPOT,144.8,166.242,153.5,152.1,2021-05-07 01:28:00,LTC/WRX,2021-05-07,01:28:00
link,wrx,19.24,21.34,20.77,SPOT,20.4,1465.49,21.02,20.69,2021-05-07 01:28:00,LINK/WRX,2021-05-07,01:28:00
enj,wrx,1.032,1.1,1.081,SPOT,1.082,20869.6,1.088,1.081,2021-05-07 01:28:00,ENJ/WRX,2021-05-07,01:28:00
doge,wrx,0.23488,0.2755,0.24334,SPOT,0.26758,2608997.0,0.24497,0.24277,2021-05-07 01:28:00,DOGE/WRX,2021-05-07,01:28:00
matic,wrx,0.3225,0.3529,0.3421,SPOT,0.3314,258982.6,0.3421,0.342,2021-05-07 01:28:00,MATIC/WRX,2021-05-07,01:28:00
ada,wrx,0.605,0.74,0.7132,SPOT,0.6104,164426.5,0.7129,0.7067,2021-05-07 01:28:00,ADA/WRX,2021-05-07,01:28:00
bat,wrx,0.562,0.641,0.634,SPOT,0.586,10845.7,0.645,0.639,2021-05-07 01:28:00,BAT/WRX,2021-05-07,01:28:00
