base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
eth,wrx,1411.0,1562.0,1533.0,SPOT,1460.0,84.9656,1525.0,1520.0,2021-05-07 01:33:58,ETH/WRX,2021-05-07,01:33:58
xrp,wrx,0.677,0.73,0.697,SPOT,0.729,158429.9,0.698,0.691,2021-05-07 01:33:58,XRP/WRX,2021-05-07,01:33:58
yfi,wrx,22000.0,24458.0,22600.0,SPOT,22900.0,0.402155,22591.0,22218.0,2021-05-07 01:33:58,YFI/WRX,2021-05-07,01:33:58
bnb,wrx,262.85,284.25,276.0,SPOT,271.5,120.048,275.59,275.0,2021-05-07 01:33:58,BNB/WRX,2021-05-07,01:33:58
trx,wrx,0.0576,0.074,0.0718,SPOT,0.0602,2746250.0,0.0722,0.071,2021-05-07 01:33:58,TRX/WRX,2021-05-07,01:33:58
eos,wrx,3.63,6.48,5.43,SPOT,3.78,22873.54,5.43,5.32,2021-05-07 01:33:58,EOS/WRX,2021-05-07,01:33:58
ltc,wrx,138.1,155.0,153.0,SPOT,144.8,166.242,153.7,152.1,2021-05-07 01:33:58,LTC/WRX,2021-05-07,01:33:58
link,wrx,19.24,21.34,20.92,SPOT,20.4,1465.49,20.86,20.59,2021-05-07 01:33:58,LINK/WRX,2021-05-07,01:33:58
enj,wrx,1.032,1.1,1.083,SPOT,1.073,20869.6,1.088,1.083,2021-05-07 01:33:58,ENJ/WRX,2021-05-07,01:33:58
doge,wrx,0.23488,0.2755,0.24356,SPOT,0.2655,2608997.0,0.2449,0.24276,2021-05-07 01:33:58,DOGE/WRX,2021-05-07,01:33:58
matic,wrx,0.3225,0.3529,0.3417,SPOT,0.3314,258982.6,0.3429,0.34,2021-05-07 01:33:58,MATIC/WRX,2021-05-07,01:33:58
ada,wrx,0.605,0.74,0.7065,SPOT,0.6089,164426.5,0.7054,0.6947,2021-05-07 01:33:58,ADA/WRX,2021-05-07,01:33:58
bat,wrx,0.562,0.645,0.645,SPOT,0.586,10845.7,0.645,0.632,2021-05-07 01:33:58,BAT/WRX,2021-05-07,01:33:58
