base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
eth,wrx,1411.0,1562.0,1535.0,SPOT,1450.0,128.3007,1555.0,1538.0,2021-05-06 22:32:00,ETH/WRX,2021-05-06,22:32:00
xrp,wrx,0.658,0.75,0.705,SPOT,0.658,244030.2,0.714,0.705,2021-05-06 22:32:00,XRP/WRX,2021-05-06,22:32:00
yfi,wrx,22000.0,24458.0,23326.0,SPOT,22107.0,0.677464,23769.0,23409.0,2021-05-06 22:32:00,YFI/WRX,2021-05-06,22:32:00
bnb,wrx,262.85,284.25,279.45,SPOT,269.68,121.438,279.45,276.66,2021-05-06 22:32:00,BNB/WRX,2021-05-06,22:32:00
trx,wrx,0.0576,0.068,0.067,SPOT,0.0583,2999322.0,0.0678,0.0669,2021-05-06 22:32:00,TRX/WRX,2021-05-06,22:32:00
eos,wrx,3.55,6.48,4.96,SPOT,3.67,22704.74,4.99,4.91,2021-05-06 22:32:00,EOS/WRX,2021-05-06,22:32:00
ltc,wrx,138.1,155.0,149.1,SPOT,146.8,165.937,149.6,147.3,2021-05-06 22:32:00,LTC/WRX,2021-05-06,22:32:00
link,wrx,19.24,21.34,20.68,SPOT,20.37,1661.68,20.8,20.57,2021-05-06 22:32:00,LINK/WRX,2021-05-06,22:32:00
enj,wrx,1.032,1.1,1.097,SPOT,1.053,25048.0,1.094,1.078,2021-05-06 22:32:00,ENJ/WRX,2021-05-06,22:32:00
doge,wrx,0.23488,0.28346,0.25724,SPOT,0.25906,2740750.0,0.25723,0.25656,2021-05-06 22:32:00,DOGE/WRX,2021-05-06,22:32:00
matic,wrx,0.3225,0.3514,0.3312,SPOT,0.3366,332494.4,0.3362,0.333,2021-05-06 22:32:00,MATIC/WRX,2021-05-06,22:32:00
ada,wrx,0.605,0.735,0.7192,SPOT,0.6225,166441.5,0.7271,0.7165,2021-05-06 22:32:00,ADA/WRX,2021-05-06,22:32:00
bat,wrx,0.554,0.62,0.609,SPOT,0.554,12512.71,0.619,0.606,2021-05-06 22:32:00,BAT/WRX,2021-05-06,22:32:00
