base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
eth,wrx,1411.0,1562.0,1538.0,SPOT,1443.0,128.7956,1547.0,1533.0,2021-05-06 21:01:58,ETH/WRX,2021-05-06,21:01:58
xrp,wrx,0.651,0.75,0.72,SPOT,0.657,246656.9,0.713,0.705,2021-05-06 21:01:58,XRP/WRX,2021-05-06,21:01:58
yfi,wrx,22000.0,24458.0,23593.0,SPOT,22149.0,0.656809,23880.0,23505.0,2021-05-06 21:01:58,YFI/WRX,2021-05-06,21:01:58
bnb,wrx,262.85,284.25,278.1,SPOT,267.8,122.679,280.3,276.23,2021-05-06 21:01:58,BNB/WRX,2021-05-06,21:01:58
trx,wrx,0.0566,0.068,0.0655,SPOT,0.0567,3089372.0,0.0653,0.0649,2021-05-06 21:01:58,TRX/WRX,2021-05-06,21:01:58
eos,wrx,3.35,6.48,5.17,SPOT,3.46,22360.13,5.23,5.13,2021-05-06 21:01:58,EOS/WRX,2021-05-06,21:01:58
ltc,wrx,138.1,155.0,149.3,SPOT,145.0,171.575,147.6,146.0,2021-05-06 21:01:58,LTC/WRX,2021-05-06,21:01:58
link,wrx,19.24,21.34,20.84,SPOT,19.99,1667.76,20.85,20.6,2021-05-06 21:01:58,LINK/WRX,2021-05-06,21:01:58
enj,wrx,1.032,1.1,1.1,SPOT,1.05,24051.6,1.089,1.08,2021-05-06 21:01:58,ENJ/WRX,2021-05-06,21:01:58
doge,wrx,0.23488,0.28346,0.26308,SPOT,0.25276,2770372.0,0.26386,0.2601,2021-05-06 21:01:58,DOGE/WRX,2021-05-06,21:01:58
matic,wrx,0.3225,0.3514,0.3369,SPOT,0.3284,356997.2,0.3358,0.3322,2021-05-06 21:01:58,MATIC/WRX,2021-05-06,21:01:58
ada,wrx,0.6019,0.7282,0.7129,SPOT,0.6037,154963.2,0.7218,0.7127,2021-05-06 21:01:58,ADA/WRX,2021-05-06,21:01:58
bat,wrx,0.55,0.62,0.602,SPOT,0.55,12863.38,0.612,0.6,2021-05-06 21:01:58,BAT/WRX,2021-05-06,21:01:58
