base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
eth,wrx,1411.0,1562.0,1527.0,SPOT,1450.0,79.6105,1540.0,1529.0,2021-05-07 04:02:00,ETH/WRX,2021-05-07,04:02:00
xrp,wrx,0.67,0.728,0.695,SPOT,0.705,137141.5,0.695,0.691,2021-05-07 04:02:00,XRP/WRX,2021-05-07,04:02:00
yfi,wrx,21796.0,24458.0,22442.0,SPOT,22899.0,0.406129,23143.0,22792.0,2021-05-07 04:02:00,YFI/WRX,2021-05-07,04:02:00
bnb,wrx,262.85,284.25,278.26,SPOT,270.0,123.721,278.26,276.0,2021-05-07 04:02:00,BNB/WRX,2021-05-07,04:02:00
trx,wrx,0.0576,0.074,0.0694,SPOT,0.0607,2923298.0,0.0694,0.0692,2021-05-07 04:02:00,TRX/WRX,2021-05-07,04:02:00
eos,wrx,3.63,6.48,5.23,SPOT,3.86,24100.22,5.24,5.17,2021-05-07 04:02:00,EOS/WRX,2021-05-07,04:02:00
ltc,wrx,138.1,163.5,157.0,SPOT,141.6,183.607,158.3,156.1,2021-05-07 04:02:00,LTC/WRX,2021-05-07,04:02:00
link,wrx,19.24,21.34,21.23,SPOT,19.85,1330.26,21.15,20.92,2021-05-07 04:02:00,LINK/WRX,2021-05-07,04:02:00
enj,wrx,1.032,1.1,1.097,SPOT,1.06,24150.9,1.098,1.081,2021-05-07 04:02:00,ENJ/WRX,2021-05-07,04:02:00
doge,wrx,0.225,0.27249,0.2615,SPOT,0.2628,2800330.0,0.2615,0.26099,2021-05-07 04:02:00,DOGE/WRX,2021-05-07,04:02:00
matic,wrx,0.3225,0.3529,0.3389,SPOT,0.3306,253308.6,0.34,0.3388,2021-05-07 04:02:00,MATIC/WRX,2021-05-07,04:02:00
ada,wrx,0.605,0.74,0.7093,SPOT,0.62,165503.9,0.708,0.7005,2021-05-07 04:02:00,ADA/WRX,2021-05-07,04:02:00
bat,wrx,0.562,0.706,0.706,SPOT,0.587,13905.54,0.702,0.689,2021-05-07 04:02:00,BAT/WRX,2021-05-07,04:02:00
