base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
btc,usdt,55480.0,58217.0,56049.0,SPOT,56591.0,16.53754,56041.0,55770.0,2021-05-06 20:48:00,BTC/USDT,2021-05-06,20:48:00
trx,usdt,0.13553,0.158,0.14537,SPOT,0.13604,11479432.0,0.14603,0.14531,2021-05-06 20:48:00,TRX/USDT,2021-05-06,20:48:00
xrp,usdt,1.55,1.75155,1.58628,SPOT,1.5664,1169086.9,1.58628,1.5859,2021-05-06 20:48:00,XRP/USDT,2021-05-06,20:48:00
eos,usdt,8.2651,13.27,11.5964,SPOT,8.2321,133253.79,11.96,11.5986,2021-05-06 20:48:00,EOS/USDT,2021-05-06,20:48:00
eth,usdt,3380.0,3625.0,3454.58,SPOT,3460.53,382.5098,3462.37,3441.3,2021-05-06 20:48:00,ETH/USDT,2021-05-06,20:48:00
icx,usdt,2.3195,2.5407,2.3877,SPOT,2.3561,26991.58,2.3896,2.3626,2021-05-06 20:48:00,ICX/USDT,2021-05-06,20:48:00
ltc,usdt,325.0,363.98,333.45,SPOT,349.84,1437.07,329.25,327.03,2021-05-06 20:48:00,LTC/USDT,2021-05-06,20:48:00
tusd,usdt,0.9631,1.0034,0.9942,SPOT,0.9947,170556.72,1.0025,0.9947,2021-05-06 20:48:00,TUSD/USDT,2021-05-06,20:48:00
hot,usdt,0.01423,0.0156687,0.014635,SPOT,0.014534,31392769.0,0.014635,0.014474,2021-05-06 20:48:00,HOT/USDT,2021-05-06,20:48:00
bat,usdt,1.3193,1.4449,1.3524,SPOT,1.33,98454.56,1.3543,1.3455,2021-05-06 20:48:00,BAT/USDT,2021-05-06,20:48:00
dash,usdt,374.99,447.14,419.4,SPOT,397.46,367.416,421.16,380.0,2021-05-06 20:48:00,DASH/USDT,2021-05-06,20:48:00
ncash,usdt,0.0066,0.007291,0.00666,SPOT,0.006901,28398346.0,0.00666,0.006659,2021-05-06 20:48:00,NCASH/USDT,2021-05-06,20:48:00
qkc,usdt,0.0298,0.0334,0.03255,SPOT,0.03026,3095900.0,0.0323,0.03176,2021-05-06 20:48:00,QKC/USDT,2021-05-06,20:48:00
zil,usdt,0.204,0.25736,0.23551,SPOT,0.21224,1886648.0,0.235,0.23286,2021-05-06 20:48:00,ZIL/USDT,2021-05-06,20:48:00
zrx,usdt,1.8501,2.0675,1.9625,SPOT,1.8543,54187.99,1.9759,1.9509,2021-05-06 20:48:00,ZRX/USDT,2021-05-06,20:48:00
bch,usdt,1226.0,1598.0,1414.96,SPOT,1350.0,707.3595,1429.24,1422.93,2021-05-06 20:48:00,BCH/USDT,2021-05-06,20:48:00
bchsv,usdt,350.02,441.75,415.3,SPOT,406.01,187.736,435.98,415.21,2021-05-06 20:48:00,BCHSV/USDT,2021-05-06,20:48:00
pax,usdt,0.9941,1.003,0.9951,SPOT,0.9949,633.59,1.003,0.9951,2021-05-06 20:48:00,PAX/USDT,2021-05-06,20:48:00
usdc,usdt,0.995,1.001,0.999,SPOT,1.001,13165.94,0.999,0.996,2021-05-06 20:48:00,USDC/USDT,2021-05-06,20:48:00
omg,usdt,9.646,11.2,10.4603,SPOT,9.9015,10263.93,10.5048,10.4441,2021-05-06 20:48:00,OMG/USDT,2021-05-06,20:48:00
poly,usdt,0.3625,0.3999,0.3729,SPOT,0.3682,53099.0,0.3761,0.3689,2021-05-06 20:48:00,POLY/USDT,2021-05-06,20:48:00
dent,usdt,0.00936,0.01025,0.009433,SPOT,0.009719,50972132.0,0.009469,0.0094,2021-05-06 20:48:00,DENT/USDT,2021-05-06,20:48:00
iost,usdt,0.05967,0.06801,0.0629,SPOT,0.05994,3796796.0,0.06304,0.06213,2021-05-06 20:48:00,IOST/USDT,2021-05-06,20:48:00
