base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
btc,usdt,55480.0,58217.0,56721.0,SPOT,57256.0,16.59416,56721.0,56577.0,2021-05-06 23:33:58,BTC/USDT,2021-05-06,23:33:58
trx,usdt,0.13601,0.158,0.15397,SPOT,0.14429,11131696.0,0.15397,0.15149,2021-05-06 23:33:58,TRX/USDT,2021-05-06,23:33:58
xrp,usdt,1.55,1.75155,1.618,SPOT,1.5915,1220301.8,1.618,1.6125,2021-05-06 23:33:58,XRP/USDT,2021-05-06,23:33:58
eos,usdt,8.5,13.27,11.7,SPOT,8.5986,129430.28,11.7,11.2192,2021-05-06 23:33:58,EOS/USDT,2021-05-06,23:33:58
eth,usdt,3380.0,3625.0,3515.04,SPOT,3521.0,357.7966,3520.33,3506.89,2021-05-06 23:33:58,ETH/USDT,2021-05-06,23:33:58
icx,usdt,2.3195,2.5407,2.4915,SPOT,2.3628,27330.56,2.4989,2.4741,2021-05-06 23:33:58,ICX/USDT,2021-05-06,23:33:58
ltc,usdt,325.0,363.98,359.0,SPOT,349.0,1290.287,359.0,356.99,2021-05-06 23:33:58,LTC/USDT,2021-05-06,23:33:58
tusd,usdt,0.9631,1.0034,1.0025,SPOT,0.9971,168022.99,1.0033,1.0025,2021-05-06 23:33:58,TUSD/USDT,2021-05-06,23:33:58
hot,usdt,0.01423,0.0156687,0.015009,SPOT,0.014776,32737704.0,0.015075,0.015009,2021-05-06 23:33:58,HOT/USDT,2021-05-06,23:33:58
bat,usdt,1.32,1.4449,1.4096,SPOT,1.361,95173.2,1.4149,1.4062,2021-05-06 23:33:58,BAT/USDT,2021-05-06,23:33:58
dash,usdt,374.99,452.7,445.88,SPOT,397.9,276.773,449.94,447.35,2021-05-06 23:33:58,DASH/USDT,2021-05-06,23:33:58
ncash,usdt,0.0066,0.007291,0.006776,SPOT,0.007197,29222160.0,0.006749,0.006747,2021-05-06 23:33:58,NCASH/USDT,2021-05-06,23:33:58
qkc,usdt,0.03,0.0334,0.03254,SPOT,0.0308,3069597.0,0.03279,0.03278,2021-05-06 23:33:58,QKC/USDT,2021-05-06,23:33:58
zil,usdt,0.204,0.25736,0.23805,SPOT,0.21055,1989174.0,0.23962,0.23733,2021-05-06 23:33:58,ZIL/USDT,2021-05-06,23:33:58
zrx,usdt,1.854,2.0926,2.0653,SPOT,1.8717,54739.45,2.1,2.0875,2021-05-06 23:33:58,ZRX/USDT,2021-05-06,23:33:58
bch,usdt,1274.02,1598.0,1510.13,SPOT,1412.8,662.9011,1508.47,1502.26,2021-05-06 23:33:58,BCH/USDT,2021-05-06,23:33:58
bchsv,usdt,350.02,441.75,416.02,SPOT,415.09,217.176,435.0,416.01,2021-05-06 23:33:58,BCHSV/USDT,2021-05-06,23:33:58
pax,usdt,0.9941,1.003,0.9951,SPOT,0.9949,613.48,1.003,0.9951,2021-05-06 23:33:58,PAX/USDT,2021-05-06,23:33:58
usdc,usdt,0.995,1.001,0.999,SPOT,1.001,13059.59,0.999,0.996,2021-05-06 23:33:58,USDC/USDT,2021-05-06,23:33:58
omg,usdt,9.646,12.51,12.2745,SPOT,10.1005,14854.84,12.3605,10.2,2021-05-06 23:33:58,OMG/USDT,2021-05-06,23:33:58
poly,usdt,0.3625,0.3999,0.3755,SPOT,0.3713,57704.0,0.3825,0.3757,2021-05-06 23:33:58,POLY/USDT,2021-05-06,23:33:58
dent,usdt,0.00936,0.01025,0.009683,SPOT,0.009789,50838532.0,0.009683,0.009656,2021-05-06 23:33:58,DENT/USDT,2021-05-06,23:33:58
iost,usdt,0.05967,0.06801,0.06454,SPOT,0.06127,4035693.0,0.06526,0.06475,2021-05-06 23:33:58,IOST/USDT,2021-05-06,23:33:58
fun,usdt,0.04001,0.0485,0.045019,SPOT,0.040693,4050727.0,0.045045,0.044306,2021-05-06 23:33:58,FUN/USDT,2021-05-06,23:33:58
snt,usdt,0.18299,0.23035,0.21988,SPOT,0.182,383396.0,0.2197,0.21253,2021-05-06 23:33:58,SNT/USDT,2021-05-06,23:33:58
theta,usdt,10.6,11.384,10.895,SPOT,10.902,6760.3,10.955,10.81,2021-05-06 23:33:58,THETA/USDT,2021-05-06,23:33:58
req,usdt,0.14248,0.165,0.14248,SPOT,0.15063,74041.0,0.14804,0.14421,2021-05-06 23:33:58,REQ/USDT,2021-05-06,23:33:58
xlm,usdt,0.58884,0.698,0.65658,SPOT,0.59079,730605.8,0.65957,0.65599,2021-05-06 23:33:58,XLM/USDT,2021-05-06,23:33:58
xtz,usdt,6.4517,8.4,7.6546,SPOT,6.6733,18708.06,7.6572,7.6049,2021-05-06 23:33:58,XTZ/USDT,2021-05-06,23:33:58
btt,usdt,0.0068157,0.008401,0.0081203,SPOT,0.0071288,178605371.0,0.0081597,0.0081022,2021-05-06 23:33:58,BTT/USDT,2021-05-06,23:33:58
fet,usdt,0.55,0.6128,0.5632,SPOT,0.5874,58882.0,0.568,0.5641,2021-05-06 23:33:58,FET/USDT,2021-05-06,23:33:58
tfuel,usdt,0.36999,0.4044,0.38248,SPOT,0.38127,86878.0,0.38929,0.371,2021-05-06 23:33:58,TFUEL/USDT,2021-05-06,23:33:58
celr,usdt,0.05702,0.06217,0.05804,SPOT,0.06194,1032172.0,0.05842,0.05795,2021-05-06 23:33:58,CELR/USDT,2021-05-06,23:33:58
