base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
btc,usdt,55001.0,58217.0,56776.0,SPOT,57563.0,15.40106,57048.0,56833.0,2021-05-06 17:17:56,BTC/USDT,2021-05-06,17:17:56
trx,usdt,0.13359,0.1577,0.15498,SPOT,0.13899,11770324.0,0.15525,0.15511,2021-05-06 17:17:56,TRX/USDT,2021-05-06,17:17:56
xrp,usdt,1.54366,1.75155,1.6911,SPOT,1.5717,1156642.5,1.69,1.67796,2021-05-06 17:17:56,XRP/USDT,2021-05-06,17:17:56
eos,usdt,8.0,13.27,11.86,SPOT,8.2084,110644.97,11.86,11.8538,2021-05-06 17:17:56,EOS/USDT,2021-05-06,17:17:56
eth,usdt,3380.0,3625.0,3579.57,SPOT,3408.19,382.1512,3590.57,3579.7,2021-05-06 17:17:56,ETH/USDT,2021-05-06,17:17:56
icx,usdt,2.3195,2.497,2.449,SPOT,2.3582,23347.94,2.445,2.442,2021-05-06 17:17:56,ICX/USDT,2021-05-06,17:17:56
ltc,usdt,325.0,363.98,349.34,SPOT,356.43,1394.307,349.83,348.0,2021-05-06 17:17:56,LTC/USDT,2021-05-06,17:17:56
tusd,usdt,0.9631,1.0034,0.9987,SPOT,0.9992,170862.18,0.999,0.9942,2021-05-06 17:17:56,TUSD/USDT,2021-05-06,17:17:56
hot,usdt,0.0144,0.0156687,0.0150461,SPOT,0.014853,29682019.0,0.0150577,0.0150461,2021-05-06 17:17:56,HOT/USDT,2021-05-06,17:17:56
bat,usdt,1.237,1.4449,1.3994,SPOT,1.3261,120035.34,1.4073,1.395,2021-05-06 17:17:56,BAT/USDT,2021-05-06,17:17:56
dash,usdt,374.99,447.14,435.92,SPOT,405.64,354.612,434.56,377.0,2021-05-06 17:17:56,DASH/USDT,2021-05-06,17:17:56
ncash,usdt,0.006807,0.007291,0.006945,SPOT,0.007176,26745536.0,0.007036,0.007035,2021-05-06 17:17:56,NCASH/USDT,2021-05-06,17:17:56
qkc,usdt,0.0298,0.0334,0.03181,SPOT,0.03036,2713212.0,0.03181,0.0318,2021-05-06 17:17:56,QKC/USDT,2021-05-06,17:17:56
zil,usdt,0.204,0.25501,0.24961,SPOT,0.2138,1625823.0,0.25082,0.24999,2021-05-06 17:17:56,ZIL/USDT,2021-05-06,17:17:56
zrx,usdt,1.8157,2.0544,2.0315,SPOT,1.8628,44149.65,2.0383,2.0272,2021-05-06 17:17:56,ZRX/USDT,2021-05-06,17:17:56
bch,usdt,1226.0,1598.0,1526.0,SPOT,1337.75,727.9203,1525.81,1524.47,2021-05-06 17:17:56,BCH/USDT,2021-05-06,17:17:56
bchsv,usdt,350.02,442.95,424.0,SPOT,440.0,211.024,436.74,424.0,2021-05-06 17:17:56,BCHSV/USDT,2021-05-06,17:17:56
pax,usdt,0.9941,1.0031,0.9942,SPOT,1.0031,651.95,1.003,0.9942,2021-05-06 17:17:56,PAX/USDT,2021-05-06,17:17:56
usdc,usdt,0.995,1.001,0.999,SPOT,1.001,12322.65,0.999,0.995,2021-05-06 17:17:56,USDC/USDT,2021-05-06,17:17:56
omg,usdt,9.646,11.2,10.8335,SPOT,10.187,8657.89,10.8901,10.699,2021-05-06 17:17:56,OMG/USDT,2021-05-06,17:17:56
poly,usdt,0.3682,0.3999,0.3791,SPOT,0.3752,43987.0,0.3823,0.3791,2021-05-06 17:17:56,POLY/USDT,2021-05-06,17:17:56
dent,usdt,0.00955,0.01025,0.009923,SPOT,0.01,49836219.0,0.00996,0.009923,2021-05-06 17:17:56,DENT/USDT,2021-05-06,17:17:56
iost,usdt,0.05915,0.06801,0.06613,SPOT,0.06125,3814303.0,0.06613,0.06595,2021-05-06 17:17:56,IOST/USDT,2021-05-06,17:17:56
fun,usdt,0.04001,0.0485,0.042443,SPOT,0.041192,3612534.0,0.042435,0.04173,2021-05-06 17:17:56,FUN/USDT,2021-05-06,17:17:56
snt,usdt,0.17461,0.23035,0.21582,SPOT,0.1749,342311.0,0.21781,0.216,2021-05-06 17:17:56,SNT/USDT,2021-05-06,17:17:56
theta,usdt,10.748,11.384,10.888,SPOT,11.015,6765.6,10.956,10.882,2021-05-06 17:17:56,THETA/USDT,2021-05-06,17:17:56
req,usdt,0.14445,0.165,0.1516,SPOT,0.14853,67901.0,0.1527,0.14926,2021-05-06 17:17:56,REQ/USDT,2021-05-06,17:17:56
xlm,usdt,0.57003,0.67,0.66119,SPOT,0.59234,654207.4,0.66939,0.66304,2021-05-06 17:17:56,XLM/USDT,2021-05-06,17:17:56
xtz,usdt,6.4517,8.4,7.6325,SPOT,6.5533,15756.55,7.7047,7.6508,2021-05-06 17:17:56,XTZ/USDT,2021-05-06,17:17:56
btt,usdt,0.0068157,0.008401,0.0077453,SPOT,0.0070971,177404171.0,0.0077453,0.0077381,2021-05-06 17:17:56,BTT/USDT,2021-05-06,17:17:56
fet,usdt,0.5705,0.615,0.5809,SPOT,0.6081,74943.0,0.5845,0.5812,2021-05-06 17:17:56,FET/USDT,2021-05-06,17:17:56
tfuel,usdt,0.36999,0.408,0.39235,SPOT,0.38115,108919.0,0.395,0.39253,2021-05-06 17:17:56,TFUEL/USDT,2021-05-06,17:17:56
celr,usdt,0.059,0.06403,0.06,SPOT,0.0639,1061799.0,0.0603,0.06,2021-05-06 17:17:56,CELR/USDT,2021-05-06,17:17:56
matic,usdt,0.7591,0.83339,0.77486,SPOT,0.78424,853553.1,0.77504,0.775,2021-05-06 17:17:56,MATIC/USDT,2021-05-06,17:17:56
ada,usdt,1.4,1.6829,1.63241,SPOT,1.439,1012901.1,1.6352,1.6338,2021-05-06 17:17:56,ADA/USDT,2021-05-06,17:17:56
rvn,usdt,0.16909,0.189,0.17789,SPOT,0.17676,83474.0,0.17964,0.17896,2021-05-06 17:17:56,RVN/USDT,2021-05-06,17:17:56
xmr,usdt,351.05,425.62,421.0,SPOT,410.72,40.441,420.99,419.69,2021-05-06 17:17:56,XMR/USDT,2021-05-06,17:17:56
atom,usdt,23.194,27.217,25.784,SPOT,23.5,5888.07,25.96,25.845,2021-05-06 17:17:56,ATOM/USDT,2021-05-06,17:17:56
algo,usdt,1.4,1.57,1.516,SPOT,1.43,35746.538,1.55,1.538,2021-05-06 17:17:56,ALGO/USDT,2021-05-06,17:17:56
link,usdt,45.861,49.653,47.697,SPOT,48.417,5572.47,47.6969,47.529,2021-05-06 17:17:56,LINK/USDT,2021-05-06,17:17:56
qtum,usdt,16.012,23.9,23.222,SPOT,16.08,8344.621,23.492,23.32,2021-05-06 17:17:56,QTUM/USDT,2021-05-06,17:17:56
etc,usdt,84.5936,142.0,135.752,SPOT,88.0,53956.0,137.11,135.8607,2021-05-06 17:17:56,ETC/USDT,2021-05-06,17:17:56
iota,usdt,1.9686,2.1951,2.1245,SPOT,2.0319,13157.49,2.1245,2.1121,2021-05-06 17:17:56,IOTA/USDT,2021-05-06,17:17:56
zec,usdt,263.27,319.0,315.62,SPOT,282.13,285.032,316.01999,314.09,2021-05-06 17:17:56,ZEC/USDT,2021-05-06,17:17:56
waves,usdt,33.2258,40.9154,35.5407,SPOT,35.0259,2415.35,35.455,35.185,2021-05-06 17:17:56,WAVES/USDT,2021-05-06,17:17:56
ftm,usdt,0.7532,0.83,0.775,SPOT,0.81672,176600.9,0.77233,0.76832,2021-05-06 17:17:56,FTM/USDT,2021-05-06,17:17:56
enj,usdt,2.47808,2.5878,2.5225,SPOT,2.529,51262.7,2.5396,2.5228,2021-05-06 17:17:56,ENJ/USDT,2021-05-06,17:17:56
lsk,usdt,5.9192,6.7002,6.6531,SPOT,6.2053,9618.59,6.71,6.6784,2021-05-06 17:17:56,LSK/USDT,2021-05-06,17:17:56
steem,usdt,0.8695,1.4099,1.1394,SPOT,0.8844,106500.35,1.145,1.1396,2021-05-06 17:17:56,STEEM/USDT,2021-05-06,17:17:56
xvg,usdt,0.05947,0.0699,0.06738,SPOT,0.06157,11507122.0,0.06739,0.0665,2021-05-06 17:17:56,XVG/USDT,2021-05-06,17:17:56
loom,usdt,0.13903,0.155,0.14498,SPOT,0.14259,129971.0,0.14498,0.14339,2021-05-06 17:17:56,LOOM/USDT,2021-05-06,17:17:56
mana,usdt,1.3527,1.44867,1.4067,SPOT,1.4,53266.8,1.4151,1.4101,2021-05-06 17:17:56,MANA/USDT,2021-05-06,17:17:56
rep,usdt,42.446,50.0,48.358,SPOT,43.824,536.363,48.476,48.236,2021-05-06 17:17:56,REP/USDT,2021-05-06,17:17:56
blz,usdt,0.38848,0.415,0.40432,SPOT,0.40682,48452.0,0.41235,0.40624,2021-05-06 17:17:56,BLZ/USDT,2021-05-06,17:17:56
nano,usdt,9.54,10.3907,9.9992,SPOT,10.1333,2341.41,10.0928,10.0087,2021-05-06 17:17:56,NANO/USDT,2021-05-06,17:17:56
sc,usdt,0.0395,0.04395,0.04169,SPOT,0.04219,12633214.0,0.042,0.04169,2021-05-06 17:17:56,SC/USDT,2021-05-06,17:17:56
btg,usdt,119.24,168.0,149.3,SPOT,124.0,3694.82,151.11,149.35,2021-05-06 17:17:56,BTG/USDT,2021-05-06,17:17:56
xem,usdt,0.338,0.4159,0.3957,SPOT,0.3439,996713.0,0.408,0.3957,2021-05-06 17:17:56,XEM/USDT,2021-05-06,17:17:56
bts,usdt,0.12498,0.145,0.14392,SPOT,0.12886,448522.0,0.14394,0.14265,2021-05-06 17:17:56,BTS/USDT,2021-05-06,17:17:56
ardr,usdt,0.3672,0.4,0.39865,SPOT,0.3683,35924.0,0.39907,0.39361,2021-05-06 17:17:56,ARDR/USDT,2021-05-06,17:17:56
nas,usdt,0.9772,1.25,1.1514,SPOT,1.0002,12409.96,1.1627,1.1465,2021-05-06 17:17:56,NAS/USDT,2021-05-06,17:17:56
win,usdt,0.001208,0.0013698,0.0013192,SPOT,0.00126,1506692066.0,0.001319,0.0013188,2021-05-06 17:17:56,WIN/USDT,2021-05-06,17:17:56
bnb,usdt,631.0,653.1098,640.9859,SPOT,646.7003,812.523,641.32,640.0381,2021-05-06 17:17:56,BNB/USDT,2021-05-06,17:17:56
chz,usdt,0.500831,0.53365,0.516949,SPOT,0.517139,279525.0,0.516949,0.516948,2021-05-06 17:17:56,CHZ/USDT,2021-05-06,17:17:56
wrx,usdt,2.32,2.49313,2.33068,SPOT,2.462,685538.0,2.33068,2.33034,2021-05-06 17:17:56,WRX/USDT,2021-05-06,17:17:56
kava,usdt,6.1233,6.7848,6.5616,SPOT,6.26,2071.77,6.5168,6.4601,2021-05-06 17:17:56,KAVA/USDT,2021-05-06,17:17:56
ankr,usdt,0.159254,0.169999,0.16116,SPOT,0.16271,83469.0,0.161953,0.16151,2021-05-06 17:17:56,ANKR/USDT,2021-05-06,17:17:56
busd,usdt,0.986,1.0015,0.9962,SPOT,0.9974,21166.67,0.9974,0.9962,2021-05-06 17:17:56,BUSD/USDT,2021-05-06,17:17:56
one,usdt,0.12707,0.13799,0.12905,SPOT,0.13221,499582.0,0.1297,0.12912,2021-05-06 17:17:56,ONE/USDT,2021-05-06,17:17:56
ogn,usdt,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 17:17:56,OGN/USDT,2021-05-06,17:17:56
hive,usdt,0.57,0.6059,0.5799,SPOT,0.6019,12380.0,0.5823,0.5795,2021-05-06 17:17:56,HIVE/USDT,2021-05-06,17:17:56
ftt,usdt,57.064,60.0,58.676,SPOT,57.277,378.282,58.948,58.611,2021-05-06 17:17:56,FTT/USDT,2021-05-06,17:17:56
band,usdt,18.536,19.95,18.7985,SPOT,19.7069,1870.69,18.82,18.7985,2021-05-06 17:17:56,BAND/USDT,2021-05-06,17:17:56
jst,usdt,0.1287,0.1486,0.14599,SPOT,0.134,104162.0,0.14677,0.14609,2021-05-06 17:17:56,JST/USDT,2021-05-06,17:17:56
ctsi,usdt,0.88404,1.0,0.92588,SPOT,0.91751,288187.0,0.93,0.92216,2021-05-06 17:17:56,CTSI/USDT,2021-05-06,17:17:56
chr,usdt,0.35125,0.3811,0.35879,SPOT,0.37523,1321410.0,0.36099,0.3592,2021-05-06 17:17:56,CHR/USDT,2021-05-06,17:17:56
tomo,usdt,2.7598,3.0222,2.8681,SPOT,2.93,2999.82,2.89,2.8708,2021-05-06 17:17:56,TOMO/USDT,2021-05-06,17:17:56
stx,usdt,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 17:17:56,STX/USDT,2021-05-06,17:17:56
stmx,usdt,0.050722,0.054928,0.051216,SPOT,0.055,2098867.0,0.05149,0.051216,2021-05-06 17:17:56,STMX/USDT,2021-05-06,17:17:56
gxs,usdt,1.0326,1.1292,1.1292,SPOT,1.0531,11625.6,1.1292,1.1275,2021-05-06 17:17:56,GXS/USDT,2021-05-06,17:17:56
mdt,usdt,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 17:17:56,MDT/USDT,2021-05-06,17:17:56
lto,usdt,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 17:17:56,LTO/USDT,2021-05-06,17:17:56
lrc,usdt,0.55549,0.59511,0.58435,SPOT,0.57379,49773.0,0.5883,0.58435,2021-05-06 17:17:56,LRC/USDT,2021-05-06,17:17:56
doge,usdt,0.5790015,0.678675,0.6019994,SPOT,0.59,15110486.0,0.6034794,0.6020897,2021-05-06 17:17:57,DOGE/USDT,2021-05-06,17:17:57
neo,usdt,106.874,125.0,124.579,SPOT,108.288,973.906,124.99,124.526,2021-05-06 17:17:57,NEO/USDT,2021-05-06,17:17:57
hbar,usdt,0.29957,0.31657,0.31485,SPOT,0.31,902145.6,0.31545,0.31516,2021-05-06 17:17:57,HBAR/USDT,2021-05-06,17:17:57
